id,raceId,year,round,sessionNumber,code,name,startTimeUtc,endTimeUtc,isRace,cancelled
fa-30,fa-5,2023,5,2,FP2,Free Practice 2,2023-07-07T13:40:00Z,2023-07-07T14:20:00Z,False,False
fa-31,fa-5,2023,5,3,Q1,Qualifying 1,2023-07-08T07:00:00Z,2023-07-08T07:15:00Z,False,False
fa-32,fa-5,2023,5,4,Q2,Qualifying 2,2023-07-08T07:20:00Z,2023-07-08T07:35:00Z,False,False
fa-33,fa-5,2023,5,5,R1,Race 1,2023-07-08T10:55:00Z,2023-07-08T11:25:00Z,True,False
fa-34,fa-5,2023,5,6,R2,Race 2,2023-07-08T16:40:00Z,2023-07-08T17:00:00Z,True,False
fa-35,fa-5,2023,5,7,R3,Race 3,2023-07-09T07:00:00Z,2023-07-09T07:30:00Z,True,False
fa-36,fa-6,2023,6,1,FP1,Free Practice 1,2023-07-29T07:00:00Z,2023-07-29T07:40:00Z,False,False
fa-37,fa-6,2023,6,2,FP2,Free Practice 2,2023-07-29T10:15:00Z,2023-07-29T10:55:00Z,False,False
fa-38,fa-6,2023,6,3,Q1,Qualifying 1,2023-07-29T14:00:00Z,2023-07-29T14:15:00Z,False,False
fa-39,fa-6,2023,6,4,Q2,Qualifying 2,2023-07-29T14:25:00Z,2023-07-29T14:40:00Z,False,False
fa-40,fa-6,2023,6,5,R1,Race 1,2023-07-30T07:15:00Z,2023-07-30T07:45:00Z,True,False
fa-41,fa-6,2023,6,6,R2,Race 2,2023-07-30T10:35:00Z,2023-07-30T10:55:00Z,True,False
fa-42,fa-6,2023,6,7,R3,Race 3,2023-07-30T14:15:00Z,2023-07-30T14:45:00Z,True,False
fa-43,fa-7,2023,7,1,FP1,Free Practice 1,2023-10-20T13:15:00Z,2023-10-20T13:55:00Z,False,False
fa-44,fa-7,2023,7,2,FP2,Free Practice 2,2023-10-20T18:55:00Z,2023-10-20T19:35:00Z,False,False
fa-45,fa-7,2023,7,3,Q1,Qualifying 1,2023-10-20T22:30:00Z,2023-10-20T22:45:00Z,False,False
fa-46,fa-7,2023,7,4,Q2,Qualifying 2,2023-10-20T22:55:00Z,2023-10-20T23:10:00Z,False,False
fa-47,fa-7,2023,7,5,R1,Race 1,2023-10-21T14:45:00Z,2023-10-21T15:15:00Z,True,False
fa-48,fa-7,2023,7,6,R2,Race 2,2023-10-21T20:30:00Z,2023-10-21T20:50:00Z,True,False
fa-49,fa-7,2023,7,7,R3,Race 3,2023-10-22T14:40:00Z,2023-10-22T15:10:00Z,True,False
fa-76,fa-8,2024,1,1,FP,Free Practice,2024-03-07T11:05:00Z,2024-03-07T11:45:00Z,False,False
fa-81,fa-8,2024,1,2,Q1,Qualifying 1,2024-03-07T18:30:00Z,2024-03-07T19:00:00Z,False,False
fa-82,fa-8,2024,1,3,Q2,Qualifying 2,2024-03-07T18:30:00Z,2024-03-07T19:00:00Z,False,False
fa-78,fa-8,2024,1,4,R1,Race 1,2024-03-08T12:10:00Z,2024-03-08T12:40:00Z,True,False
fa-79,fa-8,2024,1,5,R2,Race 2,2024-03-09T12:05:00Z,2024-03-09T12:35:00Z,True,False
fa-94,fa-9,2024,2,1,FP1,Free Practice 1,2024-05-03T14:00:00Z,2024-05-03T14:40:00Z,False,False
fa-125,fa-9,2024,2,2,FP2,Free Practice 2,2024-05-03T19:20:00Z,2024-05-03T20:00:00Z,False,False
fa-135,fa-9,2024,2,3,Q1,Qualifying 1,2024-05-04T14:25:00Z,2024-05-04T14:55:00Z,False,False
fa-136,fa-9,2024,2,4,Q2,Qualifying 2,2024-05-04T14:25:00Z,2024-05-04T14:55:00Z,False,False
fa-97,fa-9,2024,2,5,R1,Race 1,2024-05-04T18:05:00Z,2024-05-04T18:35:00Z,True,False
fa-98,fa-9,2024,2,6,R2,Race 2,2024-05-05T17:05:00Z,2024-05-05T17:35:00Z,True,False
fa-137,fa-10,2024,3,1,FP,Free Practice,2024-06-21T06:50:00Z,2024-06-21T07:30:00Z,False,False
fa-138,fa-10,2024,3,2,Q1,Qualifying 1,2024-06-21T16:30:00Z,2024-06-21T17:00:00Z,False,False
fa-139,fa-10,2024,3,3,Q2,Qualifying 2,2024-06-21T16:30:00Z,2024-06-21T17:00:00Z,False,False
fa-102,fa-10,2024,3,4,R1,Race 1,2024-06-22T16:00:00Z,2024-06-22T16:30:00Z,True,False
fa-103,fa-10,2024,3,5,R2,Race 2,2024-06-23T06:50:00Z,2024-06-23T07:20:00Z,True,False
fa-104,fa-11,2024,4,1,FP1,Free Practice 1,2024-08-23T08:10:00Z,2024-08-23T08:50:00Z,False,False
fa-140,fa-11,2024,4,2,FP2,Free Practice 2,2024-08-23T15:30:00Z,2024-08-23T16:10:00Z,False,False
fa-149,fa-11,2024,4,3,Q1,Qualifying 1,2024-08-24T08:15:00Z,2024-08-24T08:45:00Z,False,False
fa-150,fa-11,2024,4,4,Q2,Qualifying 2,2024-08-24T08:15:00Z,2024-08-24T08:45:00Z,False,False
fa-107,fa-11,2024,4,5,R1,Race 1,2024-08-25T06:30:00Z,2024-08-25T06:55:00Z,True,False
fa-108,fa-11,2024,4,6,R2,Race 2,2024-08-25T08:40:00Z,2024-08-25T09:10:00Z,True,False
fa-143,fa-12,2024,5,1,FP,Free Practice,2024-09-20T07:20:00Z,2024-09-20T07:50:00Z,False,False
fa-151,fa-12,2024,5,2,Q1,Qualifying 1,2024-09-20T11:00:00Z,2024-09-20T11:30:00Z,False,False
fa-152,fa-12,2024,5,3,Q2,Qualifying 2,2024-09-20T11:00:00Z,2024-09-20T11:30:00Z,False,False
fa-113,fa-12,2024,5,4,R1,Race 1,2024-09-21T07:05:00Z,2024-09-21T07:30:00Z,True,False
fa-114,fa-12,2024,5,5,R2,Race 2,2024-09-22T07:35:00Z,2024-09-22T08:00:00Z,True,False
fa-115,fa-13,2024,6,1,FP1,Free Practice 1,2024-11-29T10:00:00Z,2024-11-29T10:40:00Z,False,False
fa-153,fa-13,2024,6,2,FP2,Free Practice 2,2024-11-29T15:00:00Z,2024-11-29T15:40:00Z,False,False
fa-155,fa-13,2024,6,3,Q1,Qualifying 1,2024-11-30T12:20:00Z,2024-11-30T12:50:00Z,False,False
fa-156,fa-13,2024,6,4,Q2,Qualifying 2,2024-11-30T12:20:00Z,2024-11-30T12:50:00Z,False,False
fa-118,fa-13,2024,6,5,R1,Race 1,2024-11-30T20:05:00Z,2024-11-30T20:35:00Z,True,False
fa-119,fa-13,2024,6,6,R2,Race 2,2024-12-01T11:00:00Z,2024-12-01T11:30:00Z,True,False
fa-154,fa-14,2024,7,1,FP,Free Practice,2024-12-06T05:50:00Z,2024-12-06T06:30:00Z,False,False
fa-158,fa-14,2024,7,2,Q1,Qualifying 1,2024-12-06T14:35:00Z,2024-12-06T15:05:00Z,False,False
fa-159,fa-14,2024,7,3,Q2,Qualifying 2,2024-12-06T14:35:00Z,2024-12-06T15:05:00Z,False,False
fa-160,fa-14,2024,7,4,Q3,Qualifying 3,2024-12-06T14:35:00Z,2024-12-06T15:05:00Z,False,False
fa-123,fa-14,2024,7,5,R1,Race 1,2024-12-07T08:15:00Z,2024-12-07T08:45:00Z,True,False
fa-124,fa-14,2024,7,6,R2,Race 2,2024-12-07T16:15:00Z,2024-12-07T16:45:00Z,True,False
fa-157,fa-14,2024,7,7,R3,Race 3,2024-12-08T07:15:00Z,2024-12-08T07:45:00Z,True,False
fa-161,fa-15,2025,1,1,FP,Free Practice,2025-03-21T01:10:00Z,2025-03-21T01:50:00Z,False,False
fa-191,fa-15,2025,1,2,Q,Qualifying,2025-03-21T06:05:00Z,2025-03-21T06:35:00Z,False,False
fa-163,fa-15,2025,1,3,R1,Race 1,2025-03-22T05:50:00Z,2025-03-22T06:20:00Z,True,False
fa-164,fa-15,2025,1,4,R2,Race 2,2025-03-23T02:45:00Z,2025-03-23T03:15:00Z,True,False
fa-165,fa-16,2025,2,1,FP,Free Practice,2025-04-18T11:05:00Z,2025-04-18T11:45:00Z,False,False
fa-166,fa-16,2025,2,2,Q,Qualifying,2025-04-18T18:30:00Z,2025-04-18T19:00:00Z,False,False
fa-167,fa-16,2025,2,3,R1,Race 1,2025-04-19T12:20:00Z,2025-04-19T12:50:00Z,True,False
fa-168,fa-16,2025,2,4,R2,Race 2,2025-04-20T12:05:00Z,2025-04-20T12:35:00Z,True,False
fa-192,fa-17,2025,3,1,FP1,Free Practice 1,2025-05-02T15:05:00Z,2025-05-02T15:45:00Z,False,False
fa-193,fa-17,2025,3,2,FP2,Free Practice 2,2025-05-02T20:20:00Z,2025-05-02T21:00:00Z,False,False
fa-170,fa-17,2025,3,3,Q,Qualifying,2025-05-03T15:25:00Z,2025-05-03T15:55:00Z,False,False
fa-171,fa-17,2025,3,4,R1,Race 1,2025-05-03T20:10:00Z,2025-05-03T20:40:00Z,True,False
fa-172,fa-17,2025,3,5,R2,Race 2,2025-05-04T18:05:00Z,2025-05-04T18:35:00Z,True,True
fa-173,fa-18,2025,4,1,FP,Free Practice,2025-06-13T16:05:00Z,2025-06-13T16:45:00Z,False,False
fa-174,fa-18,2025,4,2,Q,Qualifying,2025-06-13T23:30:00Z,2025-06-14T00:00:00Z,False,False
fa-175,fa-18,2025,4,3,R1,Race 1,2025-06-14T14:15:00Z,2025-06-14T14:45:00Z,True,False
fa-176,fa-18,2025,4,4,R2,Race 2,2025-06-14T19:50:00Z,2025-06-14T20:20:00Z,True,False
fa-194,fa-18,2025,4,5,R3,Race 3,2025-06-15T15:55:00Z,2025-06-15T16:25:00Z,True,False
fa-195,fa-19,2025,5,1,FP1,Free Practice 1,2025-08-29T09:10:00Z,2025-08-29T09:50:00Z,False,False
fa-196,fa-19,2025,5,2,FP2,Free Practice 2,2025-08-29T16:30:00Z,2025-08-29T17:10:00Z,False,False
fa-197,fa-19,2025,5,3,Q,Qualifying,2025-08-30T09:25:00Z,2025-08-30T09:55:00Z,False,False
fa-199,fa-19,2025,5,4,R1,Race 1,2025-08-30T16:05:00Z,2025-08-30T16:35:00Z,True,False
fa-201,fa-19,2025,5,5,R2,Race 2,2025-08-31T09:40:00Z,2025-08-31T10:10:00Z,True,False
fa-181,fa-20,2025,6,1,FP,Free Practice,2025-10-03T07:10:00Z,2025-10-03T07:50:00Z,False,False
fa-182,fa-20,2025,6,2,Q,Qualifying,2025-10-03T11:00:00Z,2025-10-03T11:30:00Z,False,False
fa-183,fa-20,2025,6,3,R1,Race 1,2025-10-04T07:15:00Z,2025-10-04T07:45:00Z,True,False
fa-184,fa-20,2025,6,4,R2,Race 2,2025-10-05T07:25:00Z,2025-10-05T07:55:00Z,True,False
fa-185,fa-21,2025,7,1,FP,Free Practice,2025-11-21T02:00:00Z,2025-11-21T02:40:00Z,False,False
fa-186,fa-21,2025,7,2,Q,Qualifying,2025-11-21T05:30:00Z,2025-11-21T06:00:00Z,False,False
fa-187,fa-21,2025,7,3,R1,Race 1,2025-11-22T02:15:00Z,2025-11-22T02:45:00Z,True,False
fa-188,fa-21,2025,7,4,R2,Race 2,2025-11-23T00:20:00Z,2025-11-23T00:50:00Z,True,False
fa-203,fa-22,2026,1,1,FP,Free Practice,2026-03-13T01:10:00Z,2026-03-13T01:50:00Z,False,False
fa-204,fa-22,2026,1,2,Q,Qualifying,2026-03-13T06:10:00Z,2026-03-13T06:40:00Z,False,False
fa-205,fa-22,2026,1,3,RG,Reverse Grid Race,2026-03-14T05:45:00Z,2026-03-14T06:20:00Z,True,False
fa-206,fa-22,2026,1,4,FR,Feature Race,2026-03-15T02:40:00Z,2026-03-15T03:15:00Z,True,False
fa-211,fa-24,2026,2,1,FP,Free Practice,2026-05-22T13:00:00Z,2026-05-22T13:40:00Z,False,False
fa-233,fa-24,2026,2,2,Q1,Qualifying 1,2026-05-22T22:18:00Z,2026-05-22T22:48:00Z,False,False
fa-234,fa-24,2026,2,3,Q2,Qualifying 2,2026-05-22T22:18:00Z,2026-05-22T22:48:00Z,False,False
fa-231,fa-24,2026,2,4,OR,Opening Race,2026-05-23T13:45:00Z,2026-05-23T14:15:00Z,True,False
fa-213,fa-24,2026,2,5,RG,Reverse Grid Race,2026-05-23T22:05:00Z,2026-05-23T22:35:00Z,True,False
fa-214,fa-24,2026,2,6,FR,Feature Race,2026-05-24T14:45:00Z,2026-05-24T15:15:00Z,True,False
fa-215,fa-25,2026,3,1,FP,Free Practice,2026-07-03T06:45:00Z,2026-07-03T07:25:00Z,False,False
fa-216,fa-25,2026,3,2,Q,Qualifying,2026-07-03T17:00:00Z,2026-07-03T17:30:00Z,False,False
fa-217,fa-25,2026,3,3,RG,Reverse Grid Race,2026-07-04T17:05:00Z,2026-07-04T17:35:00Z,True,False
fa-218,fa-25,2026,3,4,FR,Feature Race,2026-07-05T09:00:00Z,2026-07-05T09:30:00Z,True,False
fa-219,fa-26,2026,4,1,FP,Free Practice,2026-08-21T12:00:00Z,2026-08-21T12:40:00Z,False,False
fa-220,fa-26,2026,4,2,Q,Qualifying,2026-08-22T07:20:00Z,2026-08-22T07:50:00Z,False,False
fa-221,fa-26,2026,4,3,RG,Reverse Grid Race,2026-08-22T12:35:00Z,2026-08-22T13:10:00Z,True,False
fa-222,fa-26,2026,4,4,FR,Feature Race,2026-08-23T08:30:00Z,2026-08-23T09:05:00Z,True,False
fa-223,fa-27,2026,5,1,FP,Free Practice,2026-10-22T06:00:00Z,,False,False
fa-224,fa-27,2026,5,2,Q,Qualifying,2026-10-22T07:00:00Z,,False,False
fa-232,fa-27,2026,5,3,OR,Opening Race,2026-10-23T06:00:00Z,,True,False
fa-225,fa-27,2026,5,4,RG,Reverse Grid Race,2026-10-24T13:00:00Z,,True,False
fa-226,fa-27,2026,5,5,FR,Feature Race,2026-10-25T06:00:00Z,,True,False
fa-227,fa-28,2026,6,1,FP,Free Practice,2026-11-19T08:00:00Z,,False,False
fa-228,fa-28,2026,6,2,Q,Qualifying,2026-11-19T09:00:00Z,,False,False
fa-229,fa-28,2026,6,3,RG,Reverse Grid Race,2026-11-20T08:00:00Z,,True,False
fa-230,fa-28,2026,6,4,FR,Feature Race,2026-11-21T08:00:00Z,,True,False
